,index,ID,strategy,label
84,84,893,It is hard to get [name] to pick up his toys. He now has a chore chart and this helps to motivate him,0.0
85,85,893,Take [name] to more activities so he can get use to more sensory stimulation ,0.0
86,86,893,"[name] can not pedal a bike, I can give him more opportunities to practice his tricycle",3.0
87,87,893,I have been encouraging [name] to help take care of his baby brother. We talk about importance of caring for others and family,1.0
88,88,893,"[name] now has a chore chart and eats a star very every chore he completes. Picking up his toys is one of those chores, the chart has helped.",0.0
89,89,893,Give [name] more opportunity to play outside,0.0
90,90,893,[name] has been doing board games with his OT and learning the steps of playing game and taking turns,3.0
91,91,893,Watch [name] from a close distance and let him do more on his own,0.0
92,92,893,Encourage [name] to do more things on his own,1.0
93,93,893,Encourage [name] to do thins on his own,1.0
94,94,893,"[name] is not interested in building, dress up or puzzles. He does enjoy doing workbook pages during homeschool though",4.0
95,95,893,Take [name] to meet new children in community,0.0
96,96,893,Encourage [name] not to get upset when routines change or he does not get what he wants,1.0
97,97,893,"Personal care: [name] has been working on getting dressed on his own, but continues to struggle with this. I try to give him the opportunity to do it on his own as much as possible.",3.0
98,98,893,"[name] has obsessions with certain movies and characters and he constantly wants to watch YouTube toy reviews.He has a chart and is allowed to watch one in the morning, afternoon and evening. The chart has helped to narrow it down to three times a day",0.0
99,99,893,"[name] does not like to do puzzles, play with blocks or dress up. I have been giving more opportunities for him to do puzzles and providing encouragement ",0.0
100,100,893,Take [name] to playground more often,0.0
101,101,72,he never has done them because he is not good in social settings,4.0
102,102,72,side by side play,0.0
103,103,72,Encourage to try new things,1.0
104,104,72,make it a habit,0.0
105,105,72,let him pick out different games to do on phone,2.0
106,106,72,do rewards,0.0
107,107,72,encourage him a share and participate,1.0
108,108,72,Try to go more,0.0
109,109,72,bring things to occupy him,0.0
110,110,72,keep organized,0.0
111,111,72,try to avoid people and noises,0.0
112,112,72,get down and participate with him,0.0
113,113,72,read books about outings,0.0
114,114,72,get him excited,2.0
115,115,72,read books about it,0.0
116,116,72,social stories,0.0
117,117,72,Make it a game,2.0
118,118,72,finding fun puzzels on tablet,2.0
119,119,72,bring familiar things,0.0
120,120,72,take familiar items,0.0
121,121,72,go when other children aren't there,0.0
122,122,72,make chore list,0.0
123,123,72,read books to him about it,0.0
124,124,72,picture schedule,0.0
125,125,72,bring his headphones,0.0
126,126,72,encourage him to do it himself,1.0
127,127,72,make it a game,2.0
128,128,72,show him other children doing it,0.0
129,129,72,Get him to watch different shows,2.0
130,130,72,bring something familiar to him,0.0
131,131,72,urging him to help and getting him excited about it,1.0
132,132,72,show him pictues of places we go,0.0
133,133,72,don't force him to socialize,1.0
134,134,72,Read and tell stories about outings,0.0
135,135,72,just don't tell him we are going,0.0
136,136,72,take own toys,0.0
137,137,72,help him interact with others,3.0
138,138,72,bring familiar things with him,0.0
139,139,72,Get him comfortable,1.0
140,140,72,take him to familiar places,0.0
141,141,72,put him in a room with less kids,0.0
142,142,72,take a toy,0.0
143,143,72,Get him excited,2.0
144,144,72,do things he enjoys,2.0
145,145,72,make social stories,0.0
146,146,72,Using picture schedule,0.0
147,147,72,read stories about these activities,0.0
148,148,72,taking turns doing it,1.0
149,149,72,make it a game or routine,2.0
150,150,72,"Make steps in which he can do it, doing paralle to him",0.0
151,151,72,show him other children do it,0.0
152,152,792,Live in an apartment building with a playroom.,0.0
153,153,792,Nanny needs to take him to classes.,0.0
154,154,792,He is not in daycare - he has a nanny.,4.0
155,155,792,Making new friends (the nanny does this),0.0
156,156,792,Nanny or us making time to go to activities.,0.0
157,157,792,Make an effort to arrange play dates on the weekends.,0.0
158,158,792,Better when we find things to do on a weekend.,0.0
159,159,792,Find new things to do each week.,0.0
160,160,792,Have a great nanny and outside experts to come to the apartment to proactively advance him.,0.0
161,161,792,I love the he has play dates and would love him to have more.,4.0
162,162,792,Have more reasonably priced activities for kids.  I just paid $75 for a 90 minute class today.,0.0
163,163,792,Encourage nanny to spend at least 3 hours a day playing.,0.0
164,164,792,my child does not attend organized daycare/preschool,4.0
165,165,792,he is too young right now.  This will change as he grows.,4.0
166,166,792,Nanny to arrange for more play dates.,0.0
167,167,792,"spend a lot of time engaging with our son - reading, talking, listening to music.",0.0
168,168,792,Buy thoughtful engaging products.,0.0
169,169,792,He is too young at the moment.  He will surely do as he gets older.,4.0
170,170,792,Ask nanny to take him to play classes in the neighborhood.,0.0
171,171,792,Spend quality time together engaged in a variety of activities.,0.0
172,172,792,Get a bigger apartment.,0.0
173,173,792,Go to play groups.,0.0
174,174,792,Get him whatever he needs.,0.0
175,175,792,Taxi to events.,0.0
176,176,792,he is too young right now. This will change as he grows.,4.0
177,177,792,Have new Nanny make new friends,0.0
178,178,01-016,I try to get him to eat better by singing and talking a lot while feeding him.,0.0
179,179,01-016,Have his older sister play and show him things.,0.0
180,180,01-016,"At meal time with jars of baby food, I usually have to distract him to finish his meals. He also won't feed himself.",0.0
181,181,01-016,Have him watch me do my daily duties and talk and tell him what I'm doing while I'm doing it.,0.0
182,182,78,"Again, I'm not really sure how to answer any questions in this section, as my child isn't even sitting up unassisted yet or able to really communicate at all.  He's developmentally/cognitively 9 months old, and so cannot be expected to do any of this.  I do hope that one day he will be able to participate, but we have many other steps to accomplish first.",4.0
183,183,78,"I'm not really sure how to answer any questions in this section, as my child isn't even sitting up unassisted yet or able to really communicate at all.  He's developmentally/cognitively 9 months old, and so cannot be expected to do any of this.  I do hope that one day he will be able to participate, but we have many other steps to accomplish first.",4.0
184,184,78,"I put the activity in front of him, show him how to play with the objects (he usually cannot remember), and activate his upper arm muscles through hands-on assistance to get him started.  Then I often leave him to begin play at his own pace, as it takes several minutes before he is ready to touch unfamiliar (or forgotten) objects.",0.0
185,185,78,"Physical therapy, feeding therapy, and occupational therapy, as my child cannot yet participate in these routines due to his undiagnosed disease.",4.0
186,186,78,We're waiting for my son to be eligible for COVID vaccination so that he can participate safely in activities.,4.0
187,187,78,"My nieces and nephew will try to interact with him by reading him stories, listening to what he's saying using his AAC device.  His female cousin is 1 year old w/ arthrogryposis, so my son will sometimes push toys to her, and babbles a bit more because of her example.",0.0
188,188,78,"Due to COVID, my son only leaves the house for outdoor activities away from others, and doctor appointments.  He's in psychotherapy to help deal with the trauma he experienced during previous hospitalizations, since it makes new doctor appointments very difficult for him.",4.0
189,189,78,"All of the adults in my family will play games with him, give hugs (his favorite), do various speech/physical/occupational therapy activities with him, etc.",0.0
190,190,78,"My son's neurologist has asked that we not travel away from an area with a comprehensive Children's Hospital, due to his erratic hospitalizations.  Once my son is fully vaccinated from COVID, we hope to be able to travel to see his grandparents in California.",4.0
191,191,02-039,"With wheelchair help move or ""carry"" items",1.0
192,192,02-039,"Limit distraction, use of solid tones when presenting an objects to help the visual contract",0.0
193,193,02-039,Repetitive use of the same 6 iPad games,3.0
194,194,02-039,"Still working on purposeful motor control, through play, mimicing and muscle memory",3.0
195,195,02-039,Have guests play with or read to him. Have him attempt vocalizations with the guest,0.0
196,196,02-039,"It takes a lot of effort to use his arms/hands. However, for toy ""clean up"" I have him roll or push toys back to their spot",2.0
197,197,02-039,"Music and movement, dance off, type turn taking, musical movmement songs ie: head and shoulders, hokey pokey etc",0.0
198,198,02-039,Ensure proper lighting and minimize busyness of environment Ie: solid colour backgrounds to make colourful toys stand out visually,0.0
199,199,02-039,Provide assistance with mucle moveents in play. Provide repetition,3.0
200,200,02-039,Be patient and encouraging. Take the time to allow his brain to process requests beofre repeating,1.0
201,201,02-039,Same as page 1,4.0
202,202,02-039,Give examples of what is expected before asking him to do it,0.0
203,203,02-039,"We have visitors do famimliar things with him: read, songs, iPad, talk etc",0.0
204,204,02-039,"On the iPad working towards more direct contact, ie: one app activates by touching anywhere, others need actual item contact",0.0
205,205,02-039,"Teeth brushing - encourage him to open his mouth to help get all parts cleaned. Also, I go over what wil be done first to help him anticipate",1.0
206,206,02-039,Story time: pointing out items or character in the book and asking him to try to locate them as well,1.0
207,207,02-039,He is still working on fine motor skills and purposeful movement through assisted play,3.0
208,208,02-039,"For muscle memory of dressing for example, he ""helps"" pt his shirt over his head or pull up socks",3.0
209,209,02-039,"Play ""look and find"" our dog Cheech. Also, comfort with gentle petting when he (Cheech) is scared. 4. Helps while in stander wash and rinse light dishes",0.0
210,210,02-039,"Currently we are combining music and motion, also using cuase and effect toys. He also is playing cause and effect games on the iPad",0.0
211,211,02-039,iPad,4.0
212,212,02-039,"Assisting in clapping, or encouraging vocalizations when singing like for she's a jolly good fellow/happy birthday etc",3.0
213,213,02-039,Getting him to do things with me while I do them for him,2.0
214,214,02-039,"Have him help ""carry"" items with him wheelchair, such as gifts",2.0
215,215,02-039,Touching/smelling food,0.0
216,216,02-039,Encourage and place his hands appropriately to rip open gifts,1.0
217,217,02-039,"Over Christmas we had him touch, feel, smell all the food we were preparing for dinner",1.0
218,218,02-039,"In the bath, filling and emptying water, like filling and squeezing water out or empty shampoo bottles or filling and dumping small toy cups",0.0
219,219,02-039,"Our son moves better in the tub, we encourage 'swimming' also he will tilt his head to wet/rinse hair",1.0
220,220,02-039,"Use of positioning equipment. Wheelchair, stander, special tomato seat, adjustable bed, bath chair, neck floatation ring, bean bag chair, floor mats, rolls, pillows, etc",0.0
221,221,02-039,"Regularly reding the same 20 books, by various different people. Watch and expand upon engagement",0.0
222,222,02-039,Verbal communiation on what activity is going to happen to help anticipate,0.0
223,223,02-039,"We are still working on motor skills, using his limbs and fingers",3.0
224,224,02-039,"A mimicking exercise. ""what did mommy do"" helps him make purposeful throught out movements",3.0
225,225,02-039,Working on maintaining acknowledgement of visitors with waving or verbal sounds,3.0
226,226,02-039,Use of assorted cuase and effect toys,0.0
227,227,02-039,With a lot of assistance holds and pours food into feeding bag also play grabbing and conting beans while in stander,3.0
228,228,02-039,When we know he is due to have a bowel movement we encourage him frequently throughout the day until he produces,1.0
229,229,464,We are looking to do the activity more often since the child has double dental insurance. ,4.0
230,230,464,We go and do things that do not require a lot of time or that we can change quickly to a preferred activity.,0.0
231,231,464,"Our son has been going to the same hair dresser for the past 3 or more years.  It's a familiar person and a familiar place.  It's a small boutique, so it's one client at a time.  We can close the door to be more private too.  She has a candy bowl and if he's good and sits, he can choose so many candies.  I have to spray his hair down first and comb it through (mommy's touch).  He doesn't like anyone else trying to delta glue his hair.  We have been consistent about getting his haircut.  It has been a work in progress.  When we first started, he would scream and squirm.  Little by little, we have worked up to a little boy who hops into that chair all on his own, gets the smock on and towel tucked in the back without any issues.  It's so nice.We've been consistent on the dentist as well and have taken him since he was a baby.  We actually have a dental appt. this afternoon today.  We've seen the same dentist now for 3-4 visits as our insurance changed two years ago.  This is a family practice, but it's more adult. There aren't cutie animal pics or children's videos like at his last pediatric dentist.  It's more formal and I bring the iPAD or a book.  We tell him what to expect: the dentist is going to count your teeth, brush them with a special toothbrush and flavor, and maybe take a picture.  Since learning about his sensory needs and compressions, we are going to massage his face this afternoon to get his body ready.  His mouth is sensitive.",0.0
232,232,464,Model expectation and prompt often until the expectation is routine.,2.0
233,233,464,Having an alternative activity such as  an iPad helps to occupy the child while others eat and socialize. ,0.0
234,234,464,We use a token board as well to help complete activities or assignments.  I mainly use it for set work or activities at the table.  He chooses what he's working for in the beginning and he earns a tone for each step/task in order to win the item he initially chose.  I don't always need to use the token board.  I also use a timer either on the microwave or on the iPAD when completing these activities.  His attention is about 5-10 min for non-preferred activities.,2.0
235,235,464,"We have seen more imaginative play this past year than ever before.  At times, we hear him playing in his room and around the house with his figures.  At times, we can actually understand what he is saying and what scenario he is creating.  A few years ago, when he was just 3, it was more memorized dialog than anything else.  We had accumulated different Halloween costumes at one point and he started asking to wear them around the Ouse throughout the year.  Sure!  He and his brother would play dress up and that's really what sparked more of the imaginative play in our house that andThomas the train.  We had a train table at one point and the boys would be the characters and do scenes from some of the videos.  Again, older brother has helped to be such a good peer model for him.",0.0
236,236,464,Involve others in an activity such as swimming or a board game.,0.0
237,237,464,Have the visitor attempt to engage the in conversation.,0.0
238,238,464,"A few months ago, a car wash opened up in our area.  On a whim, we tried it to see how they'd both handle it. They loved it!  Now, it's become king of an attraction that they can sort of earn.  We usually wash our own cars to save cash, but we treat ourselves to it from time to time.  They are mesmerized by it!",2.0
239,239,464,"Food incentives work to keep him in his seat, but his interest goes away once the food is gone.",2.0
240,240,464,"In the past, bedtime was a struggle.  We kept a consistent bedtime, he'd sleep for a few hours, but hen he would wake up and be UP for another 1-3 hours.  The next night's sleep for all of us in the house would depend on how the previous night went.  It was exhausting!  This past Spring, we learned that our son needed more physical activity in the morning and compressions at night.  When we do this for him, he sleeps through the night and when we don't, he's up.  We have since switched his afternoon PT appt. to mornings because he was waking up every Tuesday night saying his legs hurt.  True, he was getting a workout and he was building muscle tone, but the effects were more of an awakening of the body and would last for hours.  Since the change to morning PT, we haven't had any issues.  Our son also sleeps with a weighted blanket upon recommendation from our OT and that is also helping.",0.0
241,241,464,"We are homeschooling this year, so he is on the computer quite a bit.  I really don't want him on more than he is.  We take breaks often and sometimes his reward is earning some time on the iPAD.",0.0
242,242,464,Involve the child in meal preparation.,1.0
243,243,464,"For whatever reason, underwear is really important to him.  He sees me separating his clothes and making piles on our bed.  He will take the stack of his clean underwear and put it away in his drawer/cubby.  We buy his favorite characters which right now are Angry Birds and Angry Birds Star Wars.  He just found out about boxer shorts, so it's pretty neat to him right now.",0.0
244,244,464,We have in mind the extent to which the child can concentrate and control their body.,4.0
245,245,464,We attempt to incorporate sports with unstructured playtime.,0.0
246,246,464,Make conversation short and simple.,0.0
247,247,464,Our son has not yet had a sleepover.  He's too young in our opinion.   Socialization other than with his family and therapists is a struggle.  We are opting to homeschool him this year and we are concerned as we know that he needs to be around typical kids his age.  We are looking into social groups and more opportunities for him to interact with same-aged peers.,0.0
248,248,464,We use preferred foods as incentive to remain in the seat.,2.0
249,249,464,"We use repetition.  We break down the steps.  We use the same language, same terms every time so that the child knows what the expectation is.",3.0
250,250,464,"Playing board games and learning to play nicely with others (with sibling, parent, hab provider, other kids) is a work in progress.  We are working on taking turns, sharing, encouraging others, not leaving the game, working through frustrating moments, being a good sport, and not controlling the game.  Anytime when it starts to head south, we remind him that we area playing by the rules.  If he isn't going to play by the rules, then we don't play.  He likes to control the game.  For example, he LOVES to play Monopoly!  He sometimes starts to tell us what we can and cannot purchase, who we should be, and doesn't want to pay us if we land on his properties or go to jail if drawing that card or rolling three times.  Who wants to ever go to jail, right?  Still, it's important to relay this message every time we play and to work through it.  At times, when he isn't willing, we decide to all clean up the game and try something else (and we respect that).",2.0
251,251,464,"We are very active with the March of Dimes, United Blood Services, and a non-profit called Kids With Autism Can.  These organizations have provided us with opportunities to get out as a family.  Some of these activities include: Disney On Ice, Zoo, movies, professional baseball/basketball games, ice skating, horseback riding, Legoland, swimming, indoor rock climbing, Pump It Up, etc.  Because of these somewhat structured and controlled environment opportunities, we have been able to get out more as a family in a safe environment with those who get it.",0.0
252,252,464,"At home, in school last year, and with our in-clinic therapists, we use a token board.  We pre-determine how many tokens it will take to complete the activity or assignment.  It is mostly used for completing non-preferred activities, but not always.  Our son chooses what he wants to earn before getting started, earns a token for each step/part completed (he puts on the token himself), and then gets whatever he's chosen for a few minutes when completed before transitioning to the next activity.  When it's used properly, it can be super effective.",2.0
253,253,464,Involve the child and family in an activity such as a board game.,1.0
254,254,464,"He is reading, but sometimes is impulsive and rushes through to see the pictures, not so much the words.  It would be nice to have him slow down because I do want to ask him questions about what he's seeing and make predictions about what's going to happen, describe others' feelings in the book, etc.",4.0
255,255,464,"To try and get his room cleaned up/picked up, we use the IF/THEN or WHEN/THEN strategy.  ""When you pick up all the toys and put them back in the cubbies, you get/earn X.""  We sometimes have to repeat the request sure, but it's been working so far.",2.0
256,256,464,iWeb go with the purpose of exerting energy.,0.0
257,257,464,Preparing him with a goal or objective in mind that is expressed to the child and repeated to increase confidence. ,1.0
258,258,464,Limiting the movement such as riding in a cart that looks like a car helps.  He even puts on the seatbelt himself.,0.0
259,259,464,We bring extra equipment to keep the activities changing.,0.0
260,260,464,Having alternatives such as an iPad help when the activity lacks direct engagement. ,0.0
261,261,464,We have alternative activities planned such as iPad and going for a walk when the child is having difficulty sitting.,0.0
262,262,464,"We use a task list where we write down what's on the agenda for the day.  As each task/activity is completed, our son crosses it off (or he numbers them, then checks them off).  We also use a picture schedule on our fridge so he has a visual cue as to what we are doing/where we are going that day.",0.0
263,263,464,"Tristyn has always been really good about throwing away his trash. We started that at an early age.  I do have to remind him at times, but he gets whatever it is and throws it away quickly.  We are just now starting to be better about asking him to put his toys back into his cubbies.  He is really into horses, so if he till isn't's complying after a few verbal prompts, then all we have to do is mention the horses maybe needing to go ""on vacation"" and he complies.",2.0
264,264,464,"For laundry, we keep a dirty clothes basket in the kids's bathroom. He knows to put his dirty clothes in the (white) basket and does this task without too many prompts from us.  When he has clean laundry, he will take stacks of underpants and socks and put them away on his own in the appropriate cubby.  Sometimes he comes and finds me and takes them on his own or will take the stack from off of the sofa table and put them away.  He isn't hanging up clothes just yet in his closet.  I do have him choose an outfit on most days.  I want him to be a part of that and sometimes he likes to wear long-sleeved shirts even if it's not weather appropriate (we live in the desert).  It's a sensory thing.",0.0
265,265,464,"The child is encouraged to communicate needs and wants via conversation.  If the child is struggling to produce it, the parents prompt.  The parents are always ready to leave an activity should the child become too controlling.",1.0
266,266,464,"We also started using a check list for daily routine activities.  We write out the list the morning of or night before and he checks them off as he completes them (he numbers them too).  I bring it with us to our in-clinic therapies and I've offered copies to his other therapists to use if needed.  Sometimes they tell me it wasn't necessary and other times they use it and he does great.  The checklist/picture schedule helps reduce our son's stress and anxiety.  This way, he knows what is expected or what's coming.",0.0
267,267,464,The child works one on one with the teacher and does little with peers or peer interaction.  Such interaction needs to be modeled.,0.0
268,268,464,Tristyn has weekly feeding therapy.  He has been helping to make more of the foods we'd like him to eat here at home.  It's working!  He loves to bake!  ,1.0
269,269,464,The child is encouraged to communicate with peers.,1.0
270,270,464,Encourage the child to work through a non preferred activity in order to obtain a preferred item such as iPad time.,2.0
271,271,464,We stay with family rather than in a hotel.,0.0
272,272,464,"The only weekly activity chosen specifically by our son is the therapeutic riding.  It's once a week on Tuesday evenings around 7:15 p.m.  We arrive around 7:00 and he knows that he has to be fitted for his helmet first, then wait with one of us by the sign for a trainer to come and get him.  He was beaming on the day of his first lesson.  He yelled out to us, ""I'm doing great!""  It is building his confidence and self-esteem.  More and more we are hearing him say that he is a big boy and that he is getting stronger.  There are a total of four riders in the group and the trainers are really good about having the riders interact with each other, greeting, and encouraging each other.  It's awesome!  We are going to do this activity all year long.  If we can get two lessons a week we will.  He loves it!",0.0
273,273,464,"Well, we do tend to do more fast food than anything else.  He calls it ""window food"" which is so appropriate and true, it does come out to us via a window.  In the past, it was only drive thru eating, banking, and post office.  In the past few years, we've gotten better about taking him OUT. He goes to the grocery store (picks out his own doughnuts), knows what side the ""good"" carts are on, etc.  Before, I would have to get him that doughnut FIRST in order to quickly shop and make it to the checkout lane.  NOW, he gets his doughnut first, but I don't give it to him until I've shopped and we're back in the car OR made it home.  He will wait for it and that's huge!  For other stores like Target, we practice ""visiting"" the toy aisle, say the names of the toys he likes, and what they do and we leave.  It was hard as he would tantrum, but he'd recover quickly.  We used to treat them to an ice on the way out if no one freaked out.  They've since moved on to more cool things like chewing gum or Pokemon cards.  We don't treat every time, but when we do let them put something in the cart, they know that we are going to buy it.  The look on their faces when we tell them that they can put in the cart is priceless:)",0.0
274,274,464,One parent is consistently with the child one on one.,0.0
275,275,464,"When playing board games, he likes to control the game.  We have to remind him about the rules and that we re playing by the rules or we don't play.  He can get frustrated at times.  He doesn't pout for too long as he wants to play.  ",2.0
276,276,464,Practice certain sense that associate with the activity such as combing hair and touching gums and teeth so that they are familiar.,3.0
277,277,464,"We offer incentives, preferred activities, and we involve him in as much as possible.",2.0
278,278,464,"In some rare ovations we have had to leave the event.  This cause hurt feelings, but he learns that we will remove him if he does not find a way to control his body and behavior.",0.0
279,279,464,"By having an iPad, there is always another activity that allows him to escape.",0.0
280,280,464,"For meal preparation, we have started to let him help out making some the things he likes to eat/drink.  For example, he likes to measure out the milk and put in the butter when making Mac n' cheese over the stove.  He LOVES to make smoothies and knows the ingredients for a few different kinds.  He knows where we keep the ice cream scoop, the juice, the frozen yogurt and fruit, the blender and cups.  He also likes to bake cookies, cakes, and cupcakes.  He likes to pour in the ingredients into the mixing bowl and scoop the batter into the cupcake tins.  He's getting quite good.  I think I have a little chef on my hands:). We have started to ask him to carry his dishes and cup to the sink and/or kitchen counter when finished.  Older brother has helped to serve as a typical per model for this and so many other things.",1.0
